Date,Country,Platform,Subscription_Type,Sales_EUR,Orders,Subscribers,Proceeds_EUR
2025-01,AZ,Apple,1F,4.0,4,0,0
2025-01,AZ,Apple,3,5.0,5,0,0
2025-01,AZ,Apple,3F,2.0,2,0,0
2025-01,BA,Apple,1,2.0,2,0,0
2025-01,BA,Apple,1F,3.0,3,0,0
2025-01,BA,Apple,3,2.0,2,0,0
2025-01,BE,Apple,1,10.0,10,0,0
2025-01,BE,Apple,1F,96.0,96,0,0
2025-01,BE,Apple,3,188.0,188,0,0
2025-01,BE,Apple,3F,114.0,114,0,0
2025-01,BE,Apple,3T,3.0,3,0,0
2025-01,BE,Apple,7,8.0,8,0,0
2025-01,BF,Apple,1F,1.0,1,0,0
2025-01,BG,Apple,1,4.0,4,0,0
2025-01,BG,Apple,1F,14.0,14,0,0
2025-01,BG,Apple,3,99.0,99,0,0
2025-01,BG,Apple,3F,16.0,16,0,0
2025-01,BH,Apple,1F,3.0,3,0,0
2025-01,BH,Apple,3F,2.0,2,0,0
2025-01,BN,Apple,3,5.0,5,0,0
2025-01,BN,Apple,3F,1.0,1,0,0
2025-01,BO,Apple,3,2.0,2,0,0
2025-01,BR,Apple,1,16.0,16,0,0
2025-01,BR,Apple,1F,48.0,48,0,0
2025-01,BR,Apple,3,254.0,254,0,0
2025-01,BR,Apple,3F,44.0,44,0,0
2025-01,BR,Apple,7F,2.0,2,0,0
2025-01,BT,Apple,1,1.0,1,0,0
2025-01,BW,Apple,3,1.0,1,0,0
2025-01,BY,Apple,1,2.0,2,0,0
2025-01,BY,Apple,1F,11.0,11,0,0
2025-01,BY,Apple,3,14.0,14,0,0
2025-01,BY,Apple,3F,3.0,3,0,0
2025-01,BZ,Apple,1F,2.0,2,0,0
2025-01,BZ,Apple,3F,1.0,1,0,0
2025-01,CA,Apple,1,26.0,26,0,0
2025-01,CA,Apple,1F,169.0,169,0,0
2025-01,CA,Apple,3,606.0,606,0,0
2025-01,CA,Apple,3F,319.0,319,0,0
2025-01,CA,Apple,3T,3.0,3,0,0
2025-01,CA,Apple,7,5.0,5,0,0
2025-01,CA,Apple,7F,3.0,3,0,0
2025-01,CD,Apple,3F,1.0,1,0,0
2025-01,CH,Apple,1,24.0,24,0,0
2025-01,CH,Apple,1F,207.0,207,0,0
2025-01,CH,Apple,3,1126.0,1126,0,0
2025-01,CH,Apple,3F,343.0,343,0,0
2025-01,CH,Apple,3T,16.0,16,0,0
2025-01,CH,Apple,7,2.0,2,0,0
2025-01,CH,Apple,7F,9.0,9,0,0
2025-01,CH,Apple,7T,38.0,38,0,0
2025-01,CI,Apple,1F,3.0,3,0,0
2025-01,CI,Apple,3,2.0,2,0,0
2025-01,CL,Apple,1,9.0,9,0,0
2025-01,CL,Apple,1F,33.0,33,0,0
2025-01,CL,Apple,3,78.0,78,0,0
2025-01,CL,Apple,3F,32.0,32,0,0
2025-01,CN,Apple,1,377.0,377,0,0
2025-01,CN,Apple,1F,3557.0,3557,0,0
2025-01,CN,Apple,3,4347.0,4347,0,0
2025-01,CN,Apple,3F,1230.0,1230,0,0
2025-01,CN,Apple,3T,1.0,1,0,0
2025-01,CN,Apple,7,147.0,147,0,0
2025-01,CN,Apple,7F,4.0,4,0,0
2025-01,CN,Apple,7T,13.0,13,0,0
2025-01,CO,Apple,1,2.0,2,0,0
2025-01,CO,Apple,1F,33.0,33,0,0
2025-01,CO,Apple,3,32.0,32,0,0
2025-01,CO,Apple,3F,10.0,10,0,0
2025-01,CR,Apple,1,1.0,1,0,0
2025-01,CR,Apple,1F,7.0,7,0,0
2025-01,CR,Apple,3,9.0,9,0,0
2025-01,CR,Apple,3F,11.0,11,0,0
2025-01,CY,Apple,1F,8.0,8,0,0
2025-01,CY,Apple,3,28.0,28,0,0
2025-01,CY,Apple,3F,6.0,6,0,0
2025-01,CZ,Apple,1,24.0,24,0,0
2025-01,CZ,Apple,1F,87.0,87,0,0
2025-01,CZ,Apple,3,523.0,523,0,0
2025-01,CZ,Apple,3F,54.0,54,0,0
2025-01,CZ,Apple,3T,2.0,2,0,0
2025-01,CZ,Apple,7,2.0,2,0,0
2025-01,CZ,Apple,7F,6.0,6,0,0
2025-01,DE,Apple,1,45.0,45,0,0
2025-01,DE,Apple,1F,336.0,336,0,0
2025-01,DE,Apple,3,1515.0,1515,0,0
2025-01,DE,Apple,3F,523.0,523,0,0
2025-01,DE,Apple,3T,13.0,13,0,0
2025-01,DE,Apple,7,4.0,4,0,0
2025-01,DE,Apple,7F,5.0,5,0,0
2025-01,DE,Apple,7T,35.0,35,0,0
2025-01,DK,Apple,1,12.0,12,0,0
2025-01,DK,Apple,1F,85.0,85,0,0
2025-01,DK,Apple,3,693.0,693,0,0
2025-01,DK,Apple,3F,114.0,114,0,0
2025-01,DK,Apple,3T,15.0,15,0,0
2025-01,DK,Apple,7,5.0,5,0,0
2025-01,DO,Apple,3,2.0,2,0,0
2025-01,DO,Apple,3F,1.0,1,0,0
2025-01,DZ,Apple,1,1.0,1,0,0
2025-01,DZ,Apple,1F,2.0,2,0,0
2025-01,DZ,Apple,3,1.0,1,0,0
2025-01,DZ,Apple,3F,2.0,2,0,0
2025-01,EC,Apple,1,1.0,1,0,0
2025-01,EC,Apple,1F,22.0,22,0,0
2025-01,EC,Apple,3,8.0,8,0,0
2025-01,EC,Apple,3F,16.0,16,0,0
2025-01,EE,Apple,1,4.0,4,0,0
2025-01,EE,Apple,1F,12.0,12,0,0
2025-01,EE,Apple,3,69.0,69,0,0
2025-01,EE,Apple,3F,9.0,9,0,0
2025-01,EG,Apple,1,3.0,3,0,0
2025-01,EG,Apple,1F,34.0,34,0,0
2025-01,EG,Apple,3,8.0,8,0,0
2025-01,EG,Apple,3F,33.0,33,0,0
2025-01,ES,Apple,1,82.0,82,0,0
2025-01,ES,Apple,1F,867.0,867,0,0
2025-01,ES,Apple,3,1833.0,1833,0,0
2025-01,ES,Apple,3F,483.0,483,0,0
2025-01,ES,Apple,3T,15.0,15,0,0
2025-01,ES,Apple,7,113.0,113,0,0
2025-01,ES,Apple,7F,3.0,3,0,0
2025-01,ES,Apple,7T,10.0,10,0,0
2025-01,FI,Apple,1,18.0,18,0,0
2025-01,FI,Apple,1F,73.0,73,0,0
2025-01,FI,Apple,3,1295.0,1295,0,0
2025-01,FI,Apple,3F,61.0,61,0,0
2025-01,FI,Apple,3T,14.0,14,0,0
2025-01,FI,Apple,7,3.0,3,0,0
2025-01,FI,Apple,7F,10.0,10,0,0
2025-01,FI,Apple,7T,109.0,109,0,0
2025-01,FR,Apple,1,93.0,93,0,0
2025-01,FR,Apple,1F,584.0,584,0,0
2025-01,FR,Apple,3,1879.0,1879,0,0
2025-01,FR,Apple,3F,427.0,427,0,0
2025-01,FR,Apple,3T,8.0,8,0,0
2025-01,FR,Apple,7,30.0,30,0,0
2025-01,FR,Apple,7F,6.0,6,0,0
2025-01,FR,Apple,7T,31.0,31,0,0
2025-01,GA,Apple,1F,1.0,1,0,0
2025-01,GB,Apple,1,25.0,25,0,0
2025-01,GB,Apple,1F,315.0,315,0,0
2025-01,GB,Apple,3,1378.0,1378,0,0
2025-01,GB,Apple,3F,691.0,691,0,0
2025-01,GB,Apple,3T,9.0,9,0,0
2025-01,GB,Apple,7,12.0,12,0,0
2025-01,GB,Apple,7F,3.0,3,0,0
2025-01,GB,Apple,7T,27.0,27,0,0
2025-01,GD,Apple,3,1.0,1,0,0
2025-01,GE,Apple,1F,2.0,2,0,0
2025-01,GE,Apple,3,1.0,1,0,0
2025-01,GE,Apple,3F,1.0,1,0,0
2025-01,GH,Apple,1,3.0,3,0,0
2025-01,GH,Apple,1F,1.0,1,0,0
2025-01,GH,Apple,3,1.0,1,0,0
2025-01,GH,Apple,3F,1.0,1,0,0
2025-01,GM,Apple,1F,1.0,1,0,0
2025-01,GM,Apple,3,2.0,2,0,0
2025-01,GR,Apple,1,16.0,16,0,0
2025-01,GR,Apple,1F,80.0,80,0,0
2025-01,GR,Apple,3,233.0,233,0,0
2025-01,GR,Apple,3F,59.0,59,0,0
2025-01,GR,Apple,3T,1.0,1,0,0
2025-01,GR,Apple,7,1.0,1,0,0
2025-01,GT,Apple,1,1.0,1,0,0
2025-01,GT,Apple,1F,1.0,1,0,0
2025-01,GT,Apple,3F,2.0,2,0,0
2025-01,HK,Apple,1,3.0,3,0,0
2025-01,HK,Apple,1F,132.0,132,0,0
2025-01,HK,Apple,3,424.0,424,0,0
2025-01,HK,Apple,3F,206.0,206,0,0
2025-01,HK,Apple,3T,1.0,1,0,0
2025-01,HK,Apple,7F,8.0,8,0,0
2025-01,HN,Apple,1F,1.0,1,0,0
2025-01,HN,Apple,3,1.0,1,0,0
2025-01,HR,Apple,1,13.0,13,0,0
2025-01,HR,Apple,1F,20.0,20,0,0
2025-01,HR,Apple,3,94.0,94,0,0
2025-01,HR,Apple,3F,21.0,21,0,0
2025-01,HU,Apple,1,6.0,6,0,0
2025-01,HU,Apple,1F,21.0,21,0,0
2025-01,HU,Apple,3,150.0,150,0,0
2025-01,HU,Apple,3F,26.0,26,0,0
2025-01,HU,Apple,3T,4.0,4,0,0
2025-01,HU,Apple,7F,1.0,1,0,0
2025-01,ID,Apple,1,76.0,76,0,0
2025-01,ID,Apple,1F,162.0,162,0,0
2025-01,ID,Apple,3,565.0,565,0,0
2025-01,ID,Apple,3F,87.0,87,0,0
2025-01,ID,Apple,3T,1.0,1,0,0
2025-01,ID,Apple,7,3.0,3,0,0
2025-01,IE,Apple,1,2.0,2,0,0
2025-01,IE,Apple,1F,10.0,10,0,0
2025-01,IE,Apple,3,37.0,37,0,0
2025-01,IE,Apple,3F,14.0,14,0,0
2025-01,IL,Apple,1,7.0,7,0,0
2025-01,IL,Apple,1F,158.0,158,0,0
2025-01,IL,Apple,3,258.0,258,0,0
2025-01,IL,Apple,3F,74.0,74,0,0
2025-01,IN,Apple,1,2.0,2,0,0
2025-01,IN,Apple,1F,2.0,2,0,0
2025-01,IN,Apple,3,36.0,36,0,0
2025-01,IN,Apple,3F,21.0,21,0,0
2025-01,IQ,Apple,1,1.0,1,0,0
2025-01,IQ,Apple,1F,1.0,1,0,0
2025-01,IQ,Apple,3,6.0,6,0,0
2025-01,IQ,Apple,3F,1.0,1,0,0
2025-01,IS,Apple,1,1.0,1,0,0
2025-01,IS,Apple,3,10.0,10,0,0
2025-01,IT,Apple,1,37.0,37,0,0
2025-01,IT,Apple,1F,217.0,217,0,0
2025-01,IT,Apple,3,1785.0,1785,0,0
2025-01,IT,Apple,3F,219.0,219,0,0
2025-01,IT,Apple,3T,10.0,10,0,0
2025-01,IT,Apple,7,10.0,10,0,0
2025-01,IT,Apple,7F,4.0,4,0,0
2025-01,IT,Apple,7T,28.0,28,0,0
2025-01,JM,Apple,1,1.0,1,0,0
2025-01,JO,Apple,1F,1.0,1,0,0
2025-01,JO,Apple,3,6.0,6,0,0
2025-01,JO,Apple,3F,2.0,2,0,0
2025-01,JP,Apple,1,36.0,36,0,0
2025-01,JP,Apple,1F,282.0,282,0,0
2025-01,JP,Apple,3,2601.0,2601,0,0
2025-01,JP,Apple,3F,207.0,207,0,0
2025-01,JP,Apple,3T,2.0,2,0,0
2025-01,JP,Apple,7,28.0,28,0,0
2025-01,JP,Apple,7F,1.0,1,0,0
2025-01,KE,Apple,1,1.0,1,0,0
2025-01,KE,Apple,1F,1.0,1,0,0
2025-01,KE,Apple,3,3.0,3,0,0
2025-01,KG,Apple,1,2.0,2,0,0
2025-01,KG,Apple,1F,1.0,1,0,0
2025-01,KG,Apple,3,1.0,1,0,0
2025-01,KH,Apple,1,1.0,1,0,0
2025-01,KH,Apple,1F,5.0,5,0,0
2025-01,KH,Apple,3,1.0,1,0,0
2025-01,KH,Apple,3F,1.0,1,0,0
2025-01,KR,Apple,1,51.0,51,0,0
2025-01,KR,Apple,1F,245.0,245,0,0
2025-01,KR,Apple,3,969.0,969,0,0
2025-01,KR,Apple,3F,203.0,203,0,0
2025-01,KR,Apple,3T,2.0,2,0,0
2025-01,KR,Apple,7,6.0,6,0,0
2025-01,KR,Apple,7F,3.0,3,0,0
2025-01,KW,Apple,1F,5.0,5,0,0
2025-01,KW,Apple,3,4.0,4,0,0
2025-01,KW,Apple,3F,16.0,16,0,0
2025-01,KY,Apple,1F,1.0,1,0,0
2025-01,KZ,Apple,1,4.0,4,0,0
2025-01,KZ,Apple,1F,18.0,18,0,0
2025-01,KZ,Apple,3,29.0,29,0,0
2025-01,KZ,Apple,3F,6.0,6,0,0
2025-01,KZ,Apple,7,1.0,1,0,0
2025-01,LA,Apple,1F,1.0,1,0,0
2025-01,LA,Apple,3,1.0,1,0,0
2025-01,LB,Apple,1,1.0,1,0,0
2025-01,LB,Apple,1F,1.0,1,0,0
2025-01,LB,Apple,3,6.0,6,0,0
2025-01,LK,Apple,3,11.0,11,0,0
2025-01,LT,Apple,1,4.0,4,0,0
2025-01,LT,Apple,1F,10.0,10,0,0
2025-01,LT,Apple,3,131.0,131,0,0
2025-01,LT,Apple,3F,7.0,7,0,0
2025-01,LT,Apple,3T,1.0,1,0,0
2025-01,LT,Apple,7,11.0,11,0,0
2025-01,LU,Apple,1F,6.0,6,0,0
2025-01,LU,Apple,3,64.0,64,0,0
2025-01,LU,Apple,3F,15.0,15,0,0
2025-01,LV,Apple,1,2.0,2,0,0
2025-01,LV,Apple,1F,9.0,9,0,0
2025-01,LV,Apple,3,24.0,24,0,0
2025-01,LV,Apple,3F,5.0,5,0,0
2025-01,LV,Apple,3T,1.0,1,0,0
2025-01,MA,Apple,1,18.0,18,0,0
2025-01,MA,Apple,1F,80.0,80,0,0
2025-01,MA,Apple,3,7.0,7,0,0
2025-01,MA,Apple,3F,25.0,25,0,0
2025-01,MD,Apple,1,1.0,1,0,0
2025-01,MD,Apple,3,12.0,12,0,0
2025-01,ME,Apple,1,3.0,3,0,0
2025-01,ME,Apple,3,2.0,2,0,0
2025-01,ME,Apple,3F,1.0,1,0,0
2025-01,MK,Apple,3,3.0,3,0,0
2025-01,MK,Apple,3F,1.0,1,0,0
2025-01,ML,Apple,1F,1.0,1,0,0
2025-01,MN,Apple,1,1.0,1,0,0
2025-01,MN,Apple,1F,2.0,2,0,0
2025-01,MN,Apple,3,1.0,1,0,0
2025-01,MO,Apple,1F,4.0,4,0,0
2025-01,MO,Apple,3,25.0,25,0,0
2025-01,MO,Apple,3F,12.0,12,0,0
2025-01,MR,Apple,1F,1.0,1,0,0
2025-01,MT,Apple,1F,1.0,1,0,0
2025-01,MT,Apple,3,4.0,4,0,0
2025-01,MT,Apple,3F,8.0,8,0,0
2025-01,MU,Apple,1,1.0,1,0,0
2025-01,MU,Apple,1F,4.0,4,0,0
2025-01,MU,Apple,3F,1.0,1,0,0
2025-01,MV,Apple,1,1.0,1,0,0
2025-01,MV,Apple,1F,13.0,13,0,0
2025-01,MV,Apple,3,1.0,1,0,0
2025-01,MV,Apple,3F,16.0,16,0,0
2025-01,MX,Apple,1,12.0,12,0,0
2025-01,MX,Apple,1F,120.0,120,0,0
2025-01,MX,Apple,3,177.0,177,0,0
2025-01,MX,Apple,3F,78.0,78,0,0
2025-01,MX,Apple,3T,1.0,1,0,0
2025-01,MX,Apple,7,7.0,7,0,0
2025-01,MY,Apple,1,44.0,44,0,0
2025-01,MY,Apple,1F,95.0,95,0,0
2025-01,MY,Apple,3,355.0,355,0,0
2025-01,MY,Apple,3F,98.0,98,0,0
2025-01,MY,Apple,7F,3.0,3,0,0
2025-01,NG,Apple,1,2.0,2,0,0
2025-01,NG,Apple,1F,1.0,1,0,0
2025-01,NG,Apple,3,3.0,3,0,0
2025-01,NI,Apple,1,1.0,1,0,0
2025-01,NI,Apple,3,2.0,2,0,0
2025-01,NL,Apple,1,14.0,14,0,0
2025-01,NL,Apple,1F,279.0,279,0,0
2025-01,NL,Apple,3,563.0,563,0,0
2025-01,NL,Apple,3F,406.0,406,0,0
2025-01,NL,Apple,3T,5.0,5,0,0
2025-01,NL,Apple,7,3.0,3,0,0
2025-01,NL,Apple,7F,3.0,3,0,0
2025-01,NO,Apple,1,8.0,8,0,0
2025-01,NO,Apple,1F,61.0,61,0,0
2025-01,NO,Apple,3,1747.0,1747,0,0
2025-01,NO,Apple,3F,111.0,111,0,0
2025-01,NO,Apple,3T,27.0,27,0,0
2025-01,NO,Apple,7,12.0,12,0,0
2025-01,NO,Apple,7F,5.0,5,0,0
2025-01,NO,Apple,7T,60.0,60,0,0
2025-01,NP,Apple,1,4.0,4,0,0
2025-01,NP,Apple,1F,2.0,2,0,0
2025-01,NP,Apple,3,15.0,15,0,0
2025-01,NP,Apple,3F,1.0,1,0,0
2025-01,NZ,Apple,1,6.0,6,0,0
2025-01,NZ,Apple,1F,8.0,8,0,0
2025-01,NZ,Apple,3,139.0,139,0,0
2025-01,NZ,Apple,3F,30.0,30,0,0
2025-01,NZ,Apple,3T,1.0,1,0,0
2025-01,NZ,Apple,7,1.0,1,0,0
2025-01,OM,Apple,1F,4.0,4,0,0
2025-01,OM,Apple,3,5.0,5,0,0
2025-01,OM,Apple,3F,2.0,2,0,0
2025-01,PA,Apple,3,7.0,7,0,0
2025-01,PA,Apple,3F,3.0,3,0,0
2025-01,PE,Apple,1F,14.0,14,0,0
2025-01,PE,Apple,3,21.0,21,0,0
2025-01,PE,Apple,3F,7.0,7,0,0
2025-01,PH,Apple,1,9.0,9,0,0
2025-01,PH,Apple,1F,27.0,27,0,0
2025-01,PH,Apple,3,99.0,99,0,0
2025-01,PH,Apple,3F,20.0,20,0,0
2025-01,PH,Apple,7F,11.0,11,0,0
2025-01,PK,Apple,1F,2.0,2,0,0
2025-01,PK,Apple,3,5.0,5,0,0
2025-01,PL,Apple,1,51.0,51,0,0
2025-01,PL,Apple,1F,225.0,225,0,0
2025-01,PL,Apple,3,666.0,666,0,0
2025-01,PL,Apple,3F,150.0,150,0,0
2025-01,PL,Apple,3T,6.0,6,0,0
2025-01,PL,Apple,7,1.0,1,0,0
2025-01,PL,Apple,7F,1.0,1,0,0
2025-01,PT,Apple,1,10.0,10,0,0
2025-01,PT,Apple,1F,36.0,36,0,0
2025-01,PT,Apple,3,204.0,204,0,0
2025-01,PT,Apple,3F,37.0,37,0,0
2025-01,PT,Apple,7,1.0,1,0,0
2025-01,PT,Apple,7F,52.0,52,0,0
2025-01,PT,Apple,7T,26.0,26,0,0
2025-01,PY,Apple,3,1.0,1,0,0
2025-01,QA,Apple,1,3.0,3,0,0
2025-01,QA,Apple,1F,1.0,1,0,0
2025-01,QA,Apple,3,4.0,4,0,0
2025-01,QA,Apple,3F,5.0,5,0,0
2025-01,RO,Apple,1,15.0,15,0,0
2025-01,RO,Apple,1F,16.0,16,0,0
2025-01,RO,Apple,3,198.0,198,0,0
2025-01,RO,Apple,3F,9.0,9,0,0
2025-01,RO,Apple,3T,1.0,1,0,0
2025-01,RS,Apple,1,1.0,1,0,0
2025-01,RS,Apple,1F,10.0,10,0,0
2025-01,RS,Apple,3,33.0,33,0,0
2025-01,RS,Apple,3F,4.0,4,0,0
2025-01,RU,Apple,1,121.0,121,0,0
2025-01,RU,Apple,1F,357.0,357,0,0
2025-01,RU,Apple,3,910.0,910,0,0
2025-01,RU,Apple,3F,204.0,204,0,0
2025-01,RU,Apple,3T,3.0,3,0,0
2025-01,RU,Apple,7,55.0,55,0,0
2025-01,RW,Apple,1,2.0,2,0,0
2025-01,SA,Apple,1F,17.0,17,0,0
2025-01,SA,Apple,3,14.0,14,0,0
2025-01,SA,Apple,3F,49.0,49,0,0
2025-01,SC,Apple,3,2.0,2,0,0
2025-01,SE,Apple,1,21.0,21,0,0
2025-01,SE,Apple,1F,71.0,71,0,0
2025-01,SE,Apple,3,1084.0,1084,0,0
2025-01,SE,Apple,3F,66.0,66,0,0
2025-01,SE,Apple,3T,11.0,11,0,0
2025-01,SE,Apple,7,24.0,24,0,0
2025-01,SE,Apple,7F,1.0,1,0,0
2025-01,SE,Apple,7T,15.0,15,0,0
2025-01,SG,Apple,1,1.0,1,0,0
2025-01,SG,Apple,1F,22.0,22,0,0
2025-01,SG,Apple,3,143.0,143,0,0
2025-01,SG,Apple,3F,28.0,28,0,0
2025-01,SG,Apple,3T,1.0,1,0,0
2025-01,SG,Apple,7F,1.0,1,0,0
2025-01,SI,Apple,1,8.0,8,0,0
2025-01,SI,Apple,1F,34.0,34,0,0
2025-01,SI,Apple,3,198.0,198,0,0
2025-01,SI,Apple,3F,24.0,24,0,0
2025-01,SI,Apple,7,3.0,3,0,0
2025-01,SK,Apple,1,12.0,12,0,0
2025-01,SK,Apple,1F,35.0,35,0,0
2025-01,SK,Apple,3,229.0,229,0,0
2025-01,SK,Apple,3F,16.0,16,0,0
2025-01,SK,Apple,7,2.0,2,0,0
2025-01,SL,Apple,1,1.0,1,0,0
2025-01,SL,Apple,3,3.0,3,0,0
2025-01,SN,Apple,1,2.0,2,0,0
2025-01,SN,Apple,1F,8.0,8,0,0
2025-01,SN,Apple,3,3.0,3,0,0
2025-01,SV,Apple,1F,3.0,3,0,0
2025-01,SV,Apple,3,1.0,1,0,0
2025-01,TH,Apple,1,38.0,38,0,0
2025-01,TH,Apple,1F,274.0,274,0,0
2025-01,TH,Apple,3,453.0,453,0,0
2025-01,TH,Apple,3F,163.0,163,0,0
2025-01,TH,Apple,3T,10.0,10,0,0
2025-01,TH,Apple,7,2.0,2,0,0
2025-01,TJ,Apple,1F,1.0,1,0,0
2025-01,TN,Apple,1,1.0,1,0,0
2025-01,TN,Apple,1F,2.0,2,0,0
2025-01,TN,Apple,3,1.0,1,0,0
2025-01,TR,Apple,1,33.0,33,0,0
2025-01,TR,Apple,1F,203.0,203,0,0
2025-01,TR,Apple,3,233.0,233,0,0
2025-01,TR,Apple,3F,107.0,107,0,0
2025-01,TR,Apple,7F,1.0,1,0,0
2025-01,TW,Apple,1,6.0,6,0,0
2025-01,TW,Apple,1F,129.0,129,0,0
2025-01,TW,Apple,3,256.0,256,0,0
2025-01,TW,Apple,3F,220.0,220,0,0
2025-01,TW,Apple,3T,1.0,1,0,0
2025-01,TW,Apple,7,6.0,6,0,0
2025-01,TW,Apple,7F,71.0,71,0,0
2025-01,TW,Apple,7T,2.0,2,0,0
2025-01,TZ,Apple,3,3.0,3,0,0
2025-01,UA,Apple,1,21.0,21,0,0
2025-01,UA,Apple,1F,64.0,64,0,0
2025-01,UA,Apple,3,115.0,115,0,0
2025-01,UA,Apple,3F,26.0,26,0,0
2025-01,UA,Apple,3T,1.0,1,0,0
2025-01,UG,Apple,1F,1.0,1,0,0
2025-01,US,Apple,1,76.0,76,0,0
2025-01,US,Apple,1F,1023.0,1023,0,0
2025-01,US,Apple,3,5251.0,5251,0,0
2025-01,US,Apple,3F,1979.0,1979,0,0
2025-01,US,Apple,3T,17.0,17,0,0
2025-01,US,Apple,7,47.0,47,0,0
2025-01,US,Apple,7F,84.0,84,0,0
2025-01,UY,Apple,1,2.0,2,0,0
2025-01,UY,Apple,1F,2.0,2,0,0
2025-01,UY,Apple,3,6.0,6,0,0
2025-01,UY,Apple,3F,5.0,5,0,0
2025-01,UZ,Apple,1F,1.0,1,0,0
2025-01,UZ,Apple,3,1.0,1,0,0
2025-01,UZ,Apple,3F,2.0,2,0,0
2025-01,VE,Apple,1,1.0,1,0,0
2025-01,VE,Apple,3,2.0,2,0,0
2025-01,VN,Apple,1,4.0,4,0,0
2025-01,VN,Apple,1F,46.0,46,0,0
2025-01,VN,Apple,3,17.0,17,0,0
2025-01,VN,Apple,3F,13.0,13,0,0
2025-01,XK,Apple,1,1.0,1,0,0
2025-01,XK,Apple,1F,1.0,1,0,0
2025-01,XK,Apple,3,2.0,2,0,0
2025-01,XK,Apple,3F,1.0,1,0,0
2025-01,ZA,Apple,1,13.0,13,0,0
2025-01,ZA,Apple,1F,58.0,58,0,0
2025-01,ZA,Apple,3,233.0,233,0,0
2025-01,ZA,Apple,3F,42.0,42,0,0
2025-01,ZA,Apple,7,2.0,2,0,0
2025-01,ZA,Apple,7T,22.0,22,0,0
2025-01,ZW,Apple,1,1.0,1,0,0
2025-01,ZW,Apple,3,1.0,1,0,0
